義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
22800,豬屎籃仔結綵。,裝豬糞的竹籃子繫上喜慶時裝飾的紅布條。指粗俗、微不足道的東西也拿出來炫耀，意即不倫不類且多此一舉。,29015,豬屎籃仔也提出來品並。
22800,豬屎籃仔結綵。,裝豬糞的竹籃子繫上喜慶時裝飾的紅布條。指粗俗、微不足道的東西也拿出來炫耀，意即不倫不類且多此一舉。,29016,豬屎籃仔趁人結綵。
22800,豬屎籃仔結綵。,裝豬糞的竹籃子繫上喜慶時裝飾的紅布條。指粗俗、微不足道的東西也拿出來炫耀，意即不倫不類且多此一舉。,29017,豬屎籃仔也捾出來品寶。
22803,到彼號時，攑彼號旗。,到那個時候看情況，再舉什麼旗子。比喻人能隨機應變，視情況改變採取靈活的處置，有見機行事的意思。,29021,到彼時，攑彼旗。
22805,花食露水，人食喙水。,花需要露水，人需要口才。比喻有好口才能廣結善緣，能為自己帶來好處。,29022,魚食流水，人食喙水。
22807,馬四跤也會著觸。,馬有四條腿，也會因失蹄而跌倒；表示再聰明能幹的人，都會有失意、落魄之時。,29026,馬四跤嘛會著觸。
22810,斬人的稻仔尾。,收割他人成熟的稻穗。比喻竊佔他人辛勞成果。,29030,割人的稻仔尾。
22811,激一个參仔氣。,裝出一副天天有人參吃的有錢人樣子。比喻人自視甚高，總是擺出瞧不起別人的模樣。,27853,目睭生佇頭殼頂。
22812,跋筊，家伙了。,賭博會輸光家中的財產。勸戒人切勿染上賭博的惡習，以免傾家盪產。,29033,跋筊師傅，無褲通穿。
22812,跋筊，家伙了。,賭博會輸光家中的財產。勸戒人切勿染上賭博的惡習，以免傾家盪產。,29034,半暝報贏筊，天光輸了了。
22812,跋筊，家伙了。,賭博會輸光家中的財產。勸戒人切勿染上賭博的惡習，以免傾家盪產。,29035,跋筊錢，袂得做家伙。
22812,跋筊，家伙了。,賭博會輸光家中的財產。勸戒人切勿染上賭博的惡習，以免傾家盪產。,29036,一更散，二更富，三更起大厝，四更五更走袂赴。
22814,捾籃仔假燒金。,提著籃子假裝要到廟裡拜拜燒金紙，其實是去私會情郎。用來諷刺那些表裡不一的人。,29042,無心假有心，捾籃仔假燒金。
22814,捾籃仔假燒金。,提著籃子假裝要到廟裡拜拜燒金紙，其實是去私會情郎。用來諷刺那些表裡不一的人。,29043,捾籃仔假做客。
22815,食甜，著愛憶著鹹。,吃著好東西，過著舒適的生活，就要想到生活困苦的時候。形容人要居安思危。,29045,食甜，憶著鹹。
22816,搬岫雞母生無卵。,經常更換雞巢的母雞下不了蛋。比喻沒有定性者，很難有成就。,29047,徙岫雞母生無卵。
22817,袂生，牽拖厝邊。,自己無法生育，卻怪罪鄰居。是用來嘲諷出了問題不自我檢討，卻只會卸責給他人。俗諺多數前後句押韻，以求韻協好記易於傳誦。故前句「生」字取「sinn」音，俾利與「邊pinn」字押韻。,29049,欲死牽拖鬼。
22817,袂生，牽拖厝邊。,自己無法生育，卻怪罪鄰居。是用來嘲諷出了問題不自我檢討，卻只會卸責給他人。俗諺多數前後句押韻，以求韻協好記易於傳誦。故前句「生」字取「sinn」音，俾利與「邊pinn」字押韻。,29050,袂生，牽拖媒人。
22817,袂生，牽拖厝邊。,自己無法生育，卻怪罪鄰居。是用來嘲諷出了問題不自我檢討，卻只會卸責給他人。俗諺多數前後句押韻，以求韻協好記易於傳誦。故前句「生」字取「sinn」音，俾利與「邊pinn」字押韻。,29051,袂生，帶罵媒人。
22817,袂生，牽拖厝邊。,自己無法生育，卻怪罪鄰居。是用來嘲諷出了問題不自我檢討，卻只會卸責給他人。俗諺多數前後句押韻，以求韻協好記易於傳誦。故前句「生」字取「sinn」音，俾利與「邊pinn」字押韻。,29052,袂生，牽拖洗落雨水。
22818,褲袋仔袋磅子。,褲子口袋中裝砝碼，看起來沉甸甸，其實沒有錢可以花費。比喻一文不名。,29053,褲袋仔空空。
22818,褲袋仔袋磅子。,褲子口袋中裝砝碼，看起來沉甸甸，其實沒有錢可以花費。比喻一文不名。,29054,褲袋仔四角。
22818,褲袋仔袋磅子。,褲子口袋中裝砝碼，看起來沉甸甸，其實沒有錢可以花費。比喻一文不名。,29055,橐袋仔袋磅子。
22818,褲袋仔袋磅子。,褲子口袋中裝砝碼，看起來沉甸甸，其實沒有錢可以花費。比喻一文不名。,29056,褲底袋磅子。
22819,一時風，駛一時船。,駕駛帆船，要隨時依風向調整船帆。比喻人要隨著客觀環境的改變，調整做事的方法。,29058,一時風，駛一時帆。
22819,一時風，駛一時船。,駕駛帆船，要隨時依風向調整船帆。比喻人要隨著客觀環境的改變，調整做事的方法。,29059,一時風，攑一時旗。
22819,一時風，駛一時船。,駕駛帆船，要隨時依風向調整船帆。比喻人要隨著客觀環境的改變，調整做事的方法。,29060,一時風，一時船。
22820,半路認老爸。,半路上誤認他人為父親，表示認錯人了。,29062,半路認親情。
22823,鵁鴒順便空。,八哥找現成的樹洞做巢。形容專揀現成，坐享其成。,27842,鵁鴒占便空。
22823,鵁鴒順便空。,八哥找現成的樹洞做巢。形容專揀現成，坐享其成。,29066,魚鰍循便空。
22823,鵁鴒順便空。,八哥找現成的樹洞做巢。形容專揀現成，坐享其成。,29067,鰗鰡循便空。
22823,鵁鴒順便空。,八哥找現成的樹洞做巢。形容專揀現成，坐享其成。,29068,鵁鴒抾便空。
22823,鵁鴒順便空。,八哥找現成的樹洞做巢。形容專揀現成，坐享其成。,29069,鵁鴒趁便空。
22824,小局,小事一樁、小場面。,29080,小齣
22826,話仁,俏皮話、滑稽話。,29082,話仔仁
22828,目花,老花眼。因水晶體彈性減弱，調度力減退所引起的視力不良。,18274,老歲仔目
22829,目花,眼花。視力模糊，看不清楚。引申喻人觀察能力不靈敏。,29085,目睭花
22830,畏羞人,害羞、靦腆。,29086,畏羞禮
22833,布底,布料的質地。,18762,料身
22833,布底,布料的質地。,29090,布質
22834,臭生荒,荒置、廢棄任其荒涼。,29092,放拋荒
22835,落工,工作時間到，離開工作岡位。,23193,下班
22835,落工,工作時間到，離開工作岡位。,29094,煞工
22835,落工,工作時間到，離開工作岡位。,29652,退勤
22836,理氣,合乎常理常規的行事作為。,29097,係項
22837,起挐,鬧脾氣；使性子；胡鬧一通。,29099,撒體
22837,起挐,鬧脾氣；使性子；胡鬧一通。,29100,張張掣掣
22840,薄本,資本額少的小生意。,29104,小本
22843,無輸贏,平手。指雙方水平、技術相當，分不出誰勝誰負。,25528,平手
22843,無輸贏,平手。指雙方水平、技術相當，分不出誰勝誰負。,29109,無輸雙
22843,無輸贏,平手。指雙方水平、技術相當，分不出誰勝誰負。,29110,平報盆
22845,無臭無潲,責人不像樣。罵人的粗鄙用語。,29112,無臭潲
22846,無臭無潲,沒道理。,28316,無因無端
22846,無臭無潲,沒道理。,29112,無臭潲
22848,無時閒,好動。指人很好動，無法安靜下來。,28456,無時定
22848,無時閒,好動。指人很好動，無法安靜下來。,29114,無時恬
22848,無時閒,好動。指人很好動，無法安靜下來。,29115,捙蛆
22849,喝價,喊價、叫價。對物品開出價格，通常用於拍賣物品的場所。,29117,唱價
22850,喝價,討價還價。買賣時，賣方索價，買方還價，以達到各自的理想價錢。,29117,唱價
22852,粗糠耳,乾耳朵。易排出乾性耳垢的耳朵。,29121,焦耳
22853,油耳,溼耳朵。易排出溼性耳垢的耳朵。,29123,澹耳
22854,粗本,資本雄厚。,29125,長本
22860,外埕,大門進來的空地。,29130,內埕
22861,外埕,古厝四合院外面的空地。,29130,內埕
22862,花嗄嗄,混亂不清。比喻頭腦裡朦朧一片，無法明白。,29132,花膏膏
22863,重篤篤,非常重。,29133,重huàinn-huàinn
22863,重篤篤,非常重。,29134,重huainnh-huainnh
22863,重篤篤,非常重。,29135,重hinnh-hinnh
22863,重篤篤,非常重。,29136,重hi̍nnh-hi̍nnh
22863,重篤篤,非常重。,29137,重innh-innh
22863,重篤篤,非常重。,29138,重thuī-thuī
22864,事尾,餘波。事件結束後留下的影響。,29140,事屎
22865,無事無白,無緣無故。,20231,無張無持
22865,無事無白,無緣無故。,28314,無因致端
22865,無事無白,無緣無故。,29142,無緣無故
22865,無事無白,無緣無故。,29144,無端無故
22865,無事無白,無緣無故。,29145,無底無代
22868,相拄頭,碰頭、碰面、遇見、見面。,29154,相拄搪
22868,相拄頭,碰頭、碰面、遇見、見面。,29155,搪頭
22868,相拄頭,碰頭、碰面、遇見、見面。,29156,相搪頭
22870,水帕,羊水、胎膜。,18653,胎衣
22870,水帕,羊水、胎膜。,29158,生水
22870,水帕,羊水、胎膜。,29159,胎膜
22870,水帕,羊水、胎膜。,29160,羊膜
22871,搧腹肚邊,敲竹槓、敲詐、趁火打劫。藉機強迫謀取利益。,29162,搶火燒
22871,搧腹肚邊,敲竹槓、敲詐、趁火打劫。藉機強迫謀取利益。,29163,摃大客
22871,搧腹肚邊,敲竹槓、敲詐、趁火打劫。藉機強迫謀取利益。,29164,摃銀牛
22871,搧腹肚邊,敲竹槓、敲詐、趁火打劫。藉機強迫謀取利益。,29165,摃錢
22874,敆爐,指往生者週年忌日後，將其神主牌位火化，取部分的爐灰放進列祖列宗的香爐內，同時也自神主爐中抽取三枝燒過的餘香，移插至祖先之香爐，並將往生者的牌位列入祖先牌位內。,29168,大祥
22876,見真,其實、歸根究柢。,20237,究真
22876,見真,其實、歸根究柢。,20239,窮實
22876,見真,其實、歸根究柢。,29171,見真張
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,18124,生猴
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,29174,新鳥
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,29175,生牛仔
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,29176,生跤數
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,29177,新跤數
22878,茈鳥仔,指對事物或工作尚不熟悉、缺乏經驗的新人。,29178,新腳數
22879,茈鳥仔,指無經驗的少年人。,18124,生猴
22879,茈鳥仔,指無經驗的少年人。,29174,新鳥
22879,茈鳥仔,指無經驗的少年人。,29175,生牛仔
22879,茈鳥仔,指無經驗的少年人。,29176,生跤數
22882,捙蛆,形容小孩過動、躁動的樣子。,28456,無時定
22882,捙蛆,形容小孩過動、躁動的樣子。,29114,無時恬
22882,捙蛆,形容小孩過動、躁動的樣子。,29180,拍摔
22883,射筒,針筒。西醫所用注射器裝藥液的地方。,29181,注射筒
22883,射筒,針筒。西醫所用注射器裝藥液的地方。,29182,針筒
22884,拖帆,形容人做事拖泥帶水。,29184,三延四延
22885,押名,簽名。簽上自己的名字，表示同意、認可或承擔責任。,29186,署名
22886,居財,命運註定有財產。留得住、守得住財富。,29188,帶財
22886,居財,命運註定有財產。留得住、守得住財富。,29189,牢財
22887,咒死絕誓,發誓、發毒誓。,29193,起誓
22888,皂烏漆白,抹黑、造謠；不實的指控。,29195,生言造語
22888,皂烏漆白,抹黑、造謠；不實的指控。,29196,抹烏漆白
22889,利頭,利潤。,22449,利潤
22890,利頭,利益、好處。,22631,好處
22891,冷底,指體質虛寒。,29199,冷身
22892,血凍,血塊。凝成塊狀的血液。,29200,血角
22892,血凍,血塊。凝成塊狀的血液。,29201,血滓
22893,考水披,打水漂兒。在水邊投擲扁平小石子或瓦片，使其掠過水面，激起一串水花。,29203,披水披
22893,考水披,打水漂兒。在水邊投擲扁平小石子或瓦片，使其掠過水面，激起一串水花。,29204,批水批
22893,考水披,打水漂兒。在水邊投擲扁平小石子或瓦片，使其掠過水面，激起一串水花。,29205,批水披
22896,面馬,臉形。,18695,面框
22896,面馬,臉形。,29208,面捗
22897,料身,質料。布料的質地。,24638,質地
22899,你兄我弟,稱兄道弟。特指拉幫結派，想仗勢欺人。,29211,林投竹刺
22901,絞群絞黨,成群結夥。眾多人物聚集在一起，通常指結黨不做正事。,28335,狐群狗黨
22901,絞群絞黨,成群結夥。眾多人物聚集在一起，通常指結黨不做正事。,28336,絞群
22902,硬喙,嘴硬、嘴強。說話強硬，不肯認輸或認錯。,29213,硬牙
22903,硬喙,說話堅持己見。,29213,硬牙
22907,冊桌仔,書桌。讀書用的桌子。,29219,寫字桌
22908,插車,停車。找空位停放車子。,23488,停車
22908,插車,停車。找空位停放車子。,29221,擋車
22908,插車,停車。找空位停放車子。,29222,拋車
22910,生猴,生手、新手。指剛進職場，對某種事務的經驗或技術不純熟的人。,29224,生手
22915,火燒心,胃食道逆流。指人體中胃酸逆流的現象。,18306,呃刺酸
22916,粗跤重蹄,笨手笨腳。,20134,鈍跤鈍手
22917,寄聲,傳話、轉告。,18938,寄喙
22917,寄聲,傳話、轉告。,26533,傳話
22921,起慼,動起氣來、惱怒起來。因為生氣、失望、受苦等而對人或事物生出厭惡感，甚至是怨恨心。,29233,起猌
22921,起慼,動起氣來、惱怒起來。因為生氣、失望、受苦等而對人或事物生出厭惡感，甚至是怨恨心。,29234,起猌神
22922,分分仔,一點兒。,17732,一絲仔
22923,韌鼻,不乾脆。,28184,龜毛神
22923,韌鼻,不乾脆。,28185,貓毛
22923,韌鼻,不乾脆。,28186,實膜
22923,韌鼻,不乾脆。,29237,勼勼凹凹
22924,起基,創始。,26468,創始
22927,錢額,金額；錢的額度。,22273,金額
22927,錢額,金額；錢的額度。,29244,錢聲
22929,凊面,冷漠不親切的表情。凶惡、憤怒或難看的臉色。,29247,凊頭凊面
22930,大厝起,三合院。,29249,三合院
22930,大厝起,三合院。,29250,大厝護龍
22930,大厝起,三合院。,29251,正身護龍
22934,倒頭生,逆產、臀位分娩。,29253,倒踏蓮花
22934,倒頭生,逆產、臀位分娩。,29254,坐斗
22935,死毋坐認,執意不肯承認錯誤。,29213,硬牙
22937,拍撋,韌性、耐力。,7257,徛起
22938,推排,處置安排。,29258,排比
22939,送山,送葬、送殯。送死者到墓地安葬。,18865,送上山頭
22939,送山,送葬、送殯。送死者到墓地安葬。,18879,送葬
22939,送山,送葬、送殯。送死者到墓地安葬。,29260,送出山
22941,抾起跤,拔腿狂奔。,20102,起豹風
22941,抾起跤,拔腿狂奔。,29262,起跤踉
22941,抾起跤,拔腿狂奔。,29263,𬦰起跤
22941,抾起跤,拔腿狂奔。,29264,起踉
22942,素常,平常、平時。,22629,平時
22942,素常,平常、平時。,23281,平日
22945,抾骨頭,撿骨。土葬後到一定的年限，把骨頭撿出來曬乾再收入骨罈入葬。,12560,翻身
22945,抾骨頭,撿骨。土葬後到一定的年限，把骨頭撿出來曬乾再收入骨罈入葬。,29266,洗骨
22946,討衰,自己招惹來的霉運或別人不友善的對待。,29267,討衰潲
22948,做前,領頭、帶領。,29268,做頭前
22949,做前,當前鋒、趕在前頭。,29268,做頭前
22951,泅水箍仔,泳圈。游泳時為增加浮力所使用的橡皮圈。,29270,游泳箍仔
22951,泅水箍仔,泳圈。游泳時為增加浮力所使用的橡皮圈。,29271,游泳箍
22951,泅水箍仔,泳圈。游泳時為增加浮力所使用的橡皮圈。,29272,泅水箍
22952,捙桶倒,大雨傾盆而下。,29274,拍死人雨
22954,掛骨,指人講話帶刺，用言外之意譏諷人。,29277,激角
22954,掛骨,指人講話帶刺，用言外之意譏諷人。,29278,三角六尖
22955,捽後炮,暗箭傷人。,29280,稽洗
22955,捽後炮,暗箭傷人。,29281,使暗箭
22955,捽後炮,暗箭傷人。,29282,使暗步
22955,捽後炮,暗箭傷人。,29283,使暗毒
22957,漚翕,天氣悶熱，空氣又不流通。,19409,漚翕熱
22957,漚翕,天氣悶熱，空氣又不流通。,19414,熇熱
22957,漚翕,天氣悶熱，空氣又不流通。,19860,齷齪熱
22959,厚事路,形容人身體多病痛，病魔纏身。,29288,厚事屎
22960,顧山,指人去世死亡。,25566,死去
22960,顧山,指人去世死亡。,26127,百年
22960,顧山,指人去世死亡。,27507,做仙
22964,恬才,誠實莊重，行事規矩。,29293,大才
22964,恬才,誠實莊重，行事規矩。,29294,恬實
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,24631,暫停
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,29296,斷節
22965,斷站,指做某件事或工程，因故於進行中停止或擱置。,29297,折站
22967,對路,對症、有效。,22292,有效
22973,緊跤,趕緊、迅速、快速。,29303,緊窸倏
22976,蓬蓬坱,形容塵土飛揚的樣子。,29306,坱蓬蓬
22977,飽流,漲潮。,17948,水滇
22977,飽流,漲潮。,18989,滇流
22977,飽流,漲潮。,19627,翻流
22977,飽流,漲潮。,29309,滿流
22977,飽流,漲潮。,29310,南流
22978,水洘,退潮。,20106,水退
22978,水洘,退潮。,29311,向流
22979,叫電話,打電話。,19279,摃電話
22979,叫電話,打電話。,19382,鼓電話
22979,叫電話,打電話。,29312,拍電話
22979,叫電話,打電話。,29313,擼電話
22985,鬧熱滾滾,場面非常熱鬧、人聲鼎沸的樣子。,29320,鬧熱𩑾𩑾
22985,鬧熱滾滾,場面非常熱鬧、人聲鼎沸的樣子。,29321,鬧熱𩑾插
22989,頷珠,喉結。指人咽喉部位的甲狀軟骨突起。,19655,嚨喉鐘仔
22989,頷珠,喉結。指人咽喉部位的甲狀軟骨突起。,20273,雄骨
22989,頷珠,喉結。指人咽喉部位的甲狀軟骨突起。,29328,嚨喉珠仔
22989,頷珠,喉結。指人咽喉部位的甲狀軟骨突起。,29329,嚨喉鐘
22991,牛犅𨂿,天牛。昆蟲名，天牛科，鞘翅目昆蟲的一個科。已知有兩萬六千種以上，皆為完全變態的昆蟲。以食草為主，包括多種嚴重的害蟲。幼蟲會鑽進木材裡，不僅會破壞林木、果樹，連木造建築物也會被破壞。,19917,牛角𨂿
22991,牛犅𨂿,天牛。昆蟲名，天牛科，鞘翅目昆蟲的一個科。已知有兩萬六千種以上，皆為完全變態的昆蟲。以食草為主，包括多種嚴重的害蟲。幼蟲會鑽進木材裡，不僅會破壞林木、果樹，連木造建築物也會被破壞。,19921,山牛犅
22993,相挨推,事前彼此推拖，藉詞拒絕，不願承當。,29332,相挨相推
22994,相挨推,事後相互推卸責任。,29332,相挨相推
22995,瀾鬚,口沫。,19739,喙瀾水
23000,注血,輸血。將血液注到人體內。,29338,注血射
23001,好才,形容一個人有才能、多才多藝的樣子。,29340,有才
23002,換喙,變換食物的口味。,29343,換食
23002,換喙,變換食物的口味。,29344,換肚
