義項id,詞目漢字,解說,對應詞目id,對應詞目漢字
19612,鹹酸苦汫,泛指鹹味、酸味、苦味、淡味等各種不同的滋味，用以比喻人生的甜美、酸楚、痛苦、順遂、艱困等各種體驗。,20288,鹹酸苦澀
19613,攑香綴拜,無主見的人盲目跟隨他人行事。,20289,相趁相喊
19616,爛𤶃仔,發炎紅腫，甚至有膿包的青春痘。,17715,𤶃仔子
19621,鐵釘挽,拔鐵釘的工具。,20290,鐵釘夾
19628,儼硬,堅強。,14342,硬插
19628,儼硬,堅強。,23233,堅強
19631,聽好,可以、得以、大可。,13226,聽
19632,聽好,以便。,20291,通好
19639,變啥魍,搞什麼鬼、耍什麼花樣。,20292,變啥物魍
19639,變啥魍,搞什麼鬼、耍什麼花樣。,20293,變啥空
19639,變啥魍,搞什麼鬼、耍什麼花樣。,20294,變啥空頭
19639,變啥魍,搞什麼鬼、耍什麼花樣。,20295,變啥齣頭
19640,變無魍,搞不出花樣。,20296,變無路
19640,變無魍,搞不出花樣。,20297,變無空
19640,變無魍,搞不出花樣。,20298,變無撚
19642,豔色,顏色豔麗。,20300,豔麗
19646,鹽酸仔,臺灣酢醬草。,20303,鹽酸仔草
19646,鹽酸仔,臺灣酢醬草。,20304,醡母草
19646,鹽酸仔,臺灣酢醬草。,20305,醡漿草
19646,鹽酸仔,臺灣酢醬草。,20306,山鹽酸
19647,鑽水沬,潛水。,19632,藏沬
19647,鑽水沬,潛水。,20259,沬水
19647,鑽水沬,潛水。,20261,藏頭沬
19649,𣻸塌塌,非常黏滑、溼滑的樣子。,20307,𣻸肭肭
19652,好食睏,吃得下睡得香，過好日子。常引申指稱心如意。,20308,足心願
19652,好食睏,吃得下睡得香，過好日子。常引申指稱心如意。,20309,稱意
19653,隨人食,分家。,20310,分食
19653,隨人食,分家。,20311,分開食
19653,隨人食,分家。,20312,分家伙
19653,隨人食,分家。,20313,拆火灶
19653,隨人食,分家。,20314,拆火鼎
19656,大趁錢,發大財、賺大錢。常用來說好話祝福人發大財、賺大錢。,27343,趁大錢
19658,落空車,空車行駛。車子的去程或回程不載旅客或貨物。,18458,放空載
19659,做肉餅,當擋箭牌、當墊背的、當炮灰。指在利益分配或激烈競爭過程中被犧牲的個人或組織。,20317,做肉砧
19660,無局,無聊。,20318,無藝
19661,無局,沒有趣味、乏味。,20319,無俗
19665,一時仔,一下子。一段不長的時間。,17727,一下仔
19673,山內,山裡、山上。,20321,山裡
19674,心內,心裡、心中。,20322,心肝內
19682,目尾,指眼神、眼色。,1894,目色
19682,目尾,指眼神、眼色。,20323,目箭
19687,官廳,衙門、政府機關。舊時常指政府官吏辦公及處理訴訟事項之處，也借指官方或主事的官吏。,20325,官府
19688,拄拄,剛好、正好、恰好。,4005,拄好
19688,拄拄,剛好、正好、恰好。,20326,拄拄仔
19688,拄拄,剛好、正好、恰好。,28600,拄千
19689,拄拄,剛剛、剛才、過沒多久。,18443,拄仔
19689,拄拄,剛剛、剛才、過沒多久。,20328,頭先仔
19695,做伴,作伴、陪伴。,20329,相伴
19695,做伴,作伴、陪伴。,20330,鬥伴
19696,偷偷仔,偷偷地。在不被他人察覺的情況下行動。,20331,暗靜
19697,唸歌,唸謠。隨音韻、平仄演唱歌謠、詞曲，傳統常以月琴、大廣弦伴奏，也有以南管琵琶伴唱。,20332,唸歌仔
19698,堅心,堅決。下定決心、意志堅定。,20333,存意
19698,堅心,堅決。下定決心、意志堅定。,20334,立意
19698,堅心,堅決。下定決心、意志堅定。,20335,主心定
19701,無夠,不夠、不到，表示程度上的不足。,20336,無夠額
19701,無夠,不夠、不到，表示程度上的不足。,20337,未到
19701,無夠,不夠、不到，表示程度上的不足。,22261,不足
19707,雞卵面,瓜子臉。,20338,鴨卵面
21472,一丈差九尺。,一丈還差了九尺長。即一丈與一尺還差了九尺。形容差得很遠或指完全相反。,27759,差咧天佮地。
21472,一丈差九尺。,一丈還差了九尺長。即一丈與一尺還差了九尺。形容差得很遠或指完全相反。,27760,天差咧地。
21473,一千賒毋值八百現。,一千元的賒帳不如八百元的現金。意即與其讓人賒帳，不如賣得便宜一點直接取得現金來得實際。,27761,八百現，毋值六百便。
21475,一个錢拍二十四个結。,一個錢打二十四個結。譏諷人吝於用錢，視財如命。,27835,一个錢，一點血。
21475,一个錢拍二十四个結。,一個錢打二十四個結。譏諷人吝於用錢，視財如命。,27836,一个錢看做𥴊壺仔大。
21476,一斗較贏九石。,一斗的量雖比九石的量少，但品質高，勝過大量的劣質品。喻重質不重量。,27851,好種只要一粒。
21482,一句話三角六尖。,一句話尖銳帶角。形容講話的時候話中帶刺；也指言語銳利，出言不遜、容易傷人。「三」與「六」只是形容多，非實數。,27803,講話掛骨。
21483,一年換二十四个頭家。,一年換了二十四個雇主。形容人做事沒有定性，無法專心學習，時常換工作，最後一事無成。,27829,一年換二四个頭家，轉來食尾牙赴赴。
21485,一步棋，一步著。,下棋時，每一步都須謹慎小心，步步為營，才能贏得勝利。意謂做事情要有計畫，深思熟慮，按部就班，才不會出錯，這樣離成功就不遠了。,27840,甘蔗隨目齧。
21485,一步棋，一步著。,下棋時，每一步都須謹慎小心，步步為營，才能贏得勝利。意謂做事情要有計畫，深思熟慮，按部就班，才不會出錯，這樣離成功就不遠了。,27841,鳥鼠趖竹篙，一目過一目。
21487,一某無人知，兩某相卸代。,只有一個妻子不會受人注意，要是有大小老婆就會爭吵不斷，家醜外揚。形容有妻有妾者家中常有爭執，受人嘲笑。,27852,家欲齊，置雙犁；家欲破，置雙妻。
21488,一面抹壁雙面光。,用灰匙將水泥塗抹在牆面，壁面和灰匙都很平滑光亮。比喻為人處事圓融，兩方都不得罪。,27721,利刀切豆腐――雙面光。
21491,一隻蝨母嗙甲水牛大。,一隻小蝨子誇大成大水牛。意指小小的東西或事情，誇大其辭，說得天花亂墜。比喻言過其實。,27810,七腳戲，報萬兵。
21491,一隻蝨母嗙甲水牛大。,一隻小蝨子誇大成大水牛。意指小小的東西或事情，誇大其辭，說得天花亂墜。比喻言過其實。,27811,三分病，嗙死症。
21493,一粒米，百粒汗。,每一粒米都是農夫流下許多汗水，辛苦栽種出來的。指農夫種田辛勞，糧食得來不易，勸人不要任意浪費。,27943,一欉菜，一百个拜。
21494,一喙掛雙舌。,一張嘴長兩個舌頭。比喻人口齒伶俐且多話；也指人信口開河，言而無信。,27762,一喙雙頭出。
21495,一鄉一俗。,一個鄉鎮一種風俗。指各地有不同的風俗習慣。,27837,入港隨灣，入鄉隨俗。
21498,一樣米飼百樣人。,一種米養百種人。人的食物差異不大，但人的個性千差萬別。比喻這個社會上有著各式各樣、形形色色的人。,27763,十个囡仔十樣生。
21498,一樣米飼百樣人。,一種米養百種人。人的食物差異不大，但人的個性千差萬別。比喻這個社會上有著各式各樣、形形色色的人。,27764,有人食臊，有人食菜；有人祈禱，有人拜拜。
21505,七仔較興八仔。,一個比一個興趣高。形容兩人都有興致。,27740,擔籠較興藝旦。
21505,七仔較興八仔。,一個比一個興趣高。形容兩人都有興致。,27741,親家較興親姆。
21506,九月颱，無人知。,農曆九月的颱風，沒人料想得到。通常農曆九月以後已經過了颱風季節，故突如其來的颱風常讓人措手不及。,27830,九月颱，無人知；九月颱，慘歪歪。
21506,九月颱，無人知。,農曆九月的颱風，沒人料想得到。通常農曆九月以後已經過了颱風季節，故突如其來的颱風常讓人措手不及。,27831,九月颱，無人知，九月南風隨雨來。
21508,人心肝，牛腹肚。,人的心肝，牛的肚子。意為人心就像牛的肚子一樣大。「人心肝」指人的慾望，用來比喻人心不足蛇吞象。,27765,心肝較大過牛肺。
21508,人心肝，牛腹肚。,人的心肝，牛的肚子。意為人心就像牛的肚子一樣大。「人心肝」指人的慾望，用來比喻人心不足蛇吞象。,27766,心肝較大過王莽。
21510,人兩跤，錢四跤。,人只有兩條腿，錢有四條腿，兩條腿跑得慢，四條腿跑得快，兩條腿的人永遠追不上四條腿的錢。比喻賺錢不易。,27714,人兩輪，錢四輪。
21511,人的喙，掩袂密。,人們通常無法管住別人的嘴巴。亦即難杜悠悠之口。,27656,喙較密過菜籃。
21511,人的喙，掩袂密。,人們通常無法管住別人的嘴巴。亦即難杜悠悠之口。,27657,喙較密過米篩目枋。
21511,人的喙，掩袂密。,人們通常無法管住別人的嘴巴。亦即難杜悠悠之口。,27658,眾人喙僫掩。
21511,人的喙，掩袂密。,人們通常無法管住別人的嘴巴。亦即難杜悠悠之口。,27659,做粿袂掩得人喙。
21511,人的喙，掩袂密。,人們通常無法管住別人的嘴巴。亦即難杜悠悠之口。,27660,做粿袂掩人的喙。
21518,人飼人，一支骨；天飼人，肥朒朒。,人養人，瘦巴巴；天養人，胖嘟嘟。意即成事在天，有上天的庇蔭，人才有好日子可以過；如果風不調雨不順，光是靠人的努力，成效也不彰。,27814,千變萬化，毋值得造化。
21518,人飼人，一支骨；天飼人，肥朒朒。,人養人，瘦巴巴；天養人，胖嘟嘟。意即成事在天，有上天的庇蔭，人才有好日子可以過；如果風不調雨不順，光是靠人的努力，成效也不彰。,27815,人𠢕毋值天做對頭。
21518,人飼人，一支骨；天飼人，肥朒朒。,人養人，瘦巴巴；天養人，胖嘟嘟。意即成事在天，有上天的庇蔭，人才有好日子可以過；如果風不調雨不順，光是靠人的努力，成效也不彰。,27944,千算萬算，毋值得天一劃。
21519,人濟話就濟，三色人講五色話。,人多話就多，各種人說各種意見。比喻人多意見多，莫衷一是。,27767,十喙，九貓。
21520,入人門，順人意。,指進入別人的家門，順從別人的意見。原指女子出嫁後，應當順從丈夫、公婆之意，後延伸到別的地域或單位機構，應順從該地之風俗規定。,27837,入港隨灣，入鄉隨俗。
21524,十囝十新婦，賰一个老寡婦。,十個兒子娶了十個媳婦，卻留下一個年老守寡的媽媽沒人照料。形容兒子大了各自成家，年老守寡的母親卻無人願意照顧。,27847,濟囝餓死爸，濟新婦磨死大家。
21524,十囝十新婦，賰一个老寡婦。,十個兒子娶了十個媳婦，卻留下一個年老守寡的媽媽沒人照料。形容兒子大了各自成家，年老守寡的母親卻無人願意照顧。,27848,濟囝濟擘腹，濟新婦濟推捒。
21528,三分人，七分妝。,人的外表三分是靠天生的長相，七分是靠適當的裝扮。提醒人要注意穿著打扮，更能增添個人的魅力。,27716,人重妝，佛重扛。
21531,三年一閏，好歹照輪。,三年一次閏月，好壞輪流來。農曆每二、三年會有一個閏月，多出來的這個月按曆法分派到不同月份，所以說「好歹照輪」。這句話指風水輪流轉，人生的際遇，不會永遠順利，也不會永遠困窘。,27777,三年水流東，三年水流西。
21531,三年一閏，好歹照輪。,三年一次閏月，好壞輪流來。農曆每二、三年會有一個閏月，多出來的這個月按曆法分派到不同月份，所以說「好歹照輪」。這句話指風水輪流轉，人生的際遇，不會永遠順利，也不會永遠困窘。,27778,有時星光，有時月光。
21536,上踏枋，上眠床，無洗跤睏中央。,踩上床前的踏板，接著上了床，不但沒洗腳還睡在床中央。比喻得寸進尺，欺人太甚。,27838,豆油分伊搵，連碟仔煞提去。
21536,上踏枋，上眠床，無洗跤睏中央。,踩上床前的踏板，接著上了床，不但沒洗腳還睡在床中央。比喻得寸進尺，欺人太甚。,27839,贏馬閣想欲贏馬奴。
21540,乞食也有三年好運。,乞丐也有三年的好運。說明人不會一生都是落魄的，勉勵人毋須因一時的挫折、低潮而灰心喪志，即使潦倒如乞丐，也會有運氣好轉的時候。比喻風水輪流轉。,27158,圓人會扁，扁人會圓。
21540,乞食也有三年好運。,乞丐也有三年的好運。說明人不會一生都是落魄的，勉勵人毋須因一時的挫折、低潮而灰心喪志，即使潦倒如乞丐，也會有運氣好轉的時候。比喻風水輪流轉。,27777,三年水流東，三年水流西。
21540,乞食也有三年好運。,乞丐也有三年的好運。說明人不會一生都是落魄的，勉勵人毋須因一時的挫折、低潮而灰心喪志，即使潦倒如乞丐，也會有運氣好轉的時候。比喻風水輪流轉。,27778,有時星光，有時月光。
21543,乞食趕廟公。,寺廟的廟祝收容乞丐，提供他們吃住，沒想到乞丐非但不知感激，甚至還得寸進尺、忘恩負義，將廟祝趕走霸占寺廟。比喻喧賓奪主。,27842,鵁鴒占便空。
21544,千金買厝，萬金買厝邊。,千金買房子，萬金買好鄰居。形容敦親睦鄰之重要，或指擇鄰而處，好的鄰居對居住品質的影響很大。,27779,起厝好厝邊，作田好田墘。
21545,千途萬途，毋值得翻田塗。,相較於各行各業，耕田才是最務實的行業。反映早期重農輕商的思想。,27816,百般武藝，毋值鋤頭落地。
21545,千途萬途，毋值得翻田塗。,相較於各行各業，耕田才是最務實的行業。反映早期重農輕商的思想。,27817,生理錢三十年，流汗錢萬萬年。
21546,千算萬算，毋值天一劃。,形容人百般算計仍敵不過老天爺的輕輕一筆，把之前的努力都一筆勾銷。說明人再如何汲汲營營算計，遇見天災或意外，還是不敵自然的力量。也指人的經營算計不敵命運的捉弄。,27814,千變萬化，毋值得造化。
21546,千算萬算，毋值天一劃。,形容人百般算計仍敵不過老天爺的輕輕一筆，把之前的努力都一筆勾銷。說明人再如何汲汲營營算計，遇見天災或意外，還是不敵自然的力量。也指人的經營算計不敵命運的捉弄。,27815,人𠢕毋值天做對頭。
21550,大甲溪放草魚──有準無。,在大甲溪邊流放魚苗，一旦放出去就不會回頭，形容東西離手了，就再也不會回來。比喻肉包子打狗，有去無回。,27849,掠雞寄山貓。
21550,大甲溪放草魚──有準無。,在大甲溪邊流放魚苗，一旦放出去就不會回頭，形容東西離手了，就再也不會回來。比喻肉包子打狗，有去無回。,27850,塗牛入海――一去不回。
21551,大目新娘無看見灶。,大眼睛的新娘沒看到灶。通常用於揶揄人眼睛雖大，但卻看不到顯而易見的物品。,27748,大目新娘揣無灶。
21551,大目新娘無看見灶。,大眼睛的新娘沒看到灶。通常用於揶揄人眼睛雖大，但卻看不到顯而易見的物品。,27749,大目新娘，有看見鼎，無看見灶。
21559,大鼎未滾，細鼎沖沖滾。,大鍋裡的湯還沒滾，小鍋裡的湯就滾得要掀開鍋蓋了。也就是滿瓶水不響，半瓶水響叮噹，形容有才學的人話少，一知半解的人說個不停。,27945,有的毋講，無的品捧。
21564,六月芥菜假有心。,芥菜產季在每年十一月到次年四月，大約是農曆十月到次年二月，六月既非芥菜產季，當然也不會有芥菜心，所以說有心必定是假的。指人的言語或行為虛情假意；或用來譏諷偽君子，表面仁慈關懷，其實不懷好意。,27780,六月芥菜假有心，菜籃仔捾水予哥啉。
21564,六月芥菜假有心。,芥菜產季在每年十一月到次年四月，大約是農曆十月到次年二月，六月既非芥菜產季，當然也不會有芥菜心，所以說有心必定是假的。指人的言語或行為虛情假意；或用來譏諷偽君子，表面仁慈關懷，其實不懷好意。,27782,無心假有心，菜籃擔水予人啉。
21567,天公疼戇人。,老天爺疼惜憨厚的人。實事求是、按部就班者，往往得到上天的眷顧。,27742,戇人有戇福。
21568,天頂天公，地下母舅公。,天上地位最崇高的就屬玉皇大帝，而人世間則是舅舅。這說明了在臺灣舅舅的地位崇高，故每逢子女婚嫁時或有舅舅會出席的場合，都要請他坐大位。,27832,母舅公，較大三界公。
21568,天頂天公，地下母舅公。,天上地位最崇高的就屬玉皇大帝，而人世間則是舅舅。這說明了在臺灣舅舅的地位崇高，故每逢子女婚嫁時或有舅舅會出席的場合，都要請他坐大位。,27833,第一天公，第二母舅公。
21569,少年若無一擺戇，路邊哪有有應公。,若非年少時傻過一次，路邊哪來有應公廟。「有應公」或稱無緣佛、萬善公，是對無主孤魂的尊稱，也指臺灣民間信仰中，收容孤魂的小祠廟，通常不知道主祀者、也沒有神像。引申為勸誡年輕人勿逞血氣之勇，需珍惜自身性命。,27783,世間若無戇，路邊哪有有應公。
21574,日頭赤焱焱，隨人顧性命。,在熾熱的陽光底下，每個人以保全自己的性命為要，已無暇顧及他人。形容人遇到患難或在艱困的環境裡，以顧全自己為先。,27818,兄弟是兄弟，隨人顧家己。
21574,日頭赤焱焱，隨人顧性命。,在熾熱的陽光底下，每個人以保全自己的性命為要，已無暇顧及他人。形容人遇到患難或在艱困的環境裡，以顧全自己為先。,27819,先顧腹肚，才顧佛祖。
21575,欠錢怨債主，不孝怨爸母。,欠錢怨債主，不孝怨父母。意即自己欠別人錢，還反過來埋怨債主來討債；自己不孝順，還反過來抱怨父母對自己不好。比喻不知反省，只會把責任推到他人身上。,27784,不孝怨爸母，欠錢怨債主，股票跋輸怨政府。
21577,歹竹出好筍，好竹出痀崙。,不好的竹子生出好的筍子，好的竹子生出奇形怪狀的竹子。比喻出身不好的人也能養成好的後代，富貴之人也會出不成才的子孫。,27715,龍身借狗腹出世。
21578,歹竹出好筍。,壞竹子卻長出好筍子。比喻在惡劣的外在環境下仍能養成優秀的人。,27715,龍身借狗腹出世。
21579,歹船拄著好港路。,破舊的船遇到好的航路。比喻外在環境大好，本身雖不濟，卻也能安然度過。,27785,青盲雞啄著蟲。
21581,牛就是牛，牽到北京也是牛。,把窮鄉僻壤的牛，牽到人文薈萃的京城，固執的牛脾氣還是依舊。形容人的個性不可能改變，縱使換了環境還是原來的樣子。,27666,山可移，性不可改。
21581,牛就是牛，牽到北京也是牛。,把窮鄉僻壤的牛，牽到人文薈萃的京城，固執的牛脾氣還是依舊。形容人的個性不可能改變，縱使換了環境還是原來的樣子。,27667,白翎鷥飛到胭脂巷，也是白。
21585,仙拚仙，害死猴齊天。,眾仙人互相爭鬥，反而害一旁的孫悟空受到牽連。比喻兩方拼鬥，卻禍延無辜的第三者，亦即殃及池魚。,27843,龍虎交戰，魚鱉受災。
21585,仙拚仙，害死猴齊天。,眾仙人互相爭鬥，反而害一旁的孫悟空受到牽連。比喻兩方拼鬥，卻禍延無辜的第三者，亦即殃及池魚。,27844,火燒厝，燒過間。
21586,兄弟若仝心，烏塗變成金。,兄弟若能同心，黑土也能變黃金。意謂兄弟同心耕作，可種出大量作物，賺足金錢，就像是把田裡烏黑的泥土變成黃金一樣。鼓勵手足之間應通力合作，便能得到耀眼的成果。,27804,三人仝一心，烏塗變成金。
21586,兄弟若仝心，烏塗變成金。,兄弟若能同心，黑土也能變黃金。意謂兄弟同心耕作，可種出大量作物，賺足金錢，就像是把田裡烏黑的泥土變成黃金一樣。鼓勵手足之間應通力合作，便能得到耀眼的成果。,27805,三兄弟股一條瓊麻索。
21591,未曾學行先學飛，未曾掖種想挽瓜。,還不會走路就想學飛，尚未播種竟妄想收成瓜果。指人要循序漸進的學習與按步就班的耕作才會有所收穫，絕無一步登天或不勞而獲的道理。,27821,未上三寸水，就欲扒龍船。
21593,甘蔗無雙頭甜。,甘蔗沒有頭尾都是甜的。比喻世事無法兩全其美，凡事有利就有弊，人不可能佔盡所有好處。,27755,甘蔗無雙頭甜，月娘無逐日圓。
21595,生囝師仔，飼囝師傅。,生孩子是學徒，養育孩子是師傅。比喻生小孩瓜熟蒂落算不上本事，要把孩子養育成有用的人才是真本領。,27722,生囝簡單，飼囝困難。
21595,生囝師仔，飼囝師傅。,生孩子是學徒，養育孩子是師傅。比喻生小孩瓜熟蒂落算不上本事，要把孩子養育成有用的人才是真本領。,27723,生囝容易，教囝難。
21600,用別人的拳頭拇舂石獅。,用別人的拳頭去揍石獅子。利用別人去做自己不願意做的事情，比喻犧牲他人來成就自己。,27825,別人的桌頂，夾肉飼大家。
21600,用別人的拳頭拇舂石獅。,用別人的拳頭去揍石獅子。利用別人去做自己不願意做的事情，比喻犧牲他人來成就自己。,27826,用別人的𡳞鳥做火夾。
21602,白白布染甲烏。,白布硬要染成黑色。比喻刻意汙衊抹黑，顛倒是非。,27739,冤枉觀音媽偷食鹹膎。
21608,目睭掛斗概，看人物就愛。,眼睛掛著平斗的木概，看到別人的東西就想要。用來形容人過於貪心。以前用「斗」來測量穀物豆類等東西的份量，斗概是一長形木條，用來把斗口高出的部分撥平以得到準確的量。販售商人的習慣是只往內撥、不往外撥，有招財之意。所以用眼睛掛著斗概，來比喻想把別人的東西納為己有的貪婪心態。,27806,目睭帶斗概，看著逐項愛。
21608,目睭掛斗概，看人物就愛。,眼睛掛著平斗的木概，看到別人的東西就想要。用來形容人過於貪心。以前用「斗」來測量穀物豆類等東西的份量，斗概是一長形木條，用來把斗口高出的部分撥平以得到準確的量。販售商人的習慣是只往內撥、不往外撥，有招財之意。所以用眼睛掛著斗概，來比喻想把別人的東西納為己有的貪婪心態。,27807,目睭掛斗概，看會著的攏欲愛。
21613,好也一句，歹也一句。,好聽的也是一句話，難聽的也是一句話。一句話的好壞會影響聽者日後的行為，所以與人交談不可不慎。,27822,講話中人聽，較好大細聲。
21613,好也一句，歹也一句。,好聽的也是一句話，難聽的也是一句話。一句話的好壞會影響聽者日後的行為，所以與人交談不可不慎。,27823,好話一句若璇石，歹話一句若毒藥。
21618,好好鱟刣甲屎那流。,好好的鱟，竟然被宰殺得一團糟。「鱟」是海中的節肢動物，為古代的活化石，個性溫和，被宰殺時也不會掙扎抵抗；「屎那流」指屎尿都流出來了。譏諷人做事不得要領，將簡單之事弄得一團糟。,27809,好好柴刣到曲。
21619,好酒沉甕底。,好酒會沉到酒甕的底部，愈陳愈香。比喻好的、精彩的事物，總是留在最後面才出現。,27946,好酒沉甕底，好戲佇戲尾。
21622,收瀾收離離，明年招小弟。,收口水收得乾乾淨淨，明年又可以招來一個小弟弟。臺灣民間習俗，嬰兒出生滿四個月的那一天，要舉行「收瀾」（收涎）的儀式，當天用紅線把12塊、24塊或48塊中間有圓孔的小餅乾串在嬰兒頸上，由母親抱著到親友鄰居處走動，親友掰下一塊口酥餅，在嬰兒嘴邊擦一、兩下，口中就一邊唸著這句吉祥話。過去農業社會重男輕女，故以「招小弟」祝福其家可再添男丁。,27776,收瀾收焦焦，明年生𡳞脬。
21623,有一好，無兩好。,世界上的事情有利必有弊，很難兩全其美，意即魚與熊掌不可兼得。,27827,一好佮一䆀，無兩好相排。
21623,有一好，無兩好。,世界上的事情有利必有弊，很難兩全其美，意即魚與熊掌不可兼得。,27828,有一好無兩好，有新婦無牛母。
21627,有唐山公，無唐山媽。,有來自唐山的父系祖先，沒有來自唐山的母系祖先。清初在渡臺禁令下，來臺開墾者多為單身的男性，往往與當時母系社會的平埔族女性通婚，而產生此現象。,27845,有平埔媽，無唐山媽。
21627,有唐山公，無唐山媽。,有來自唐山的父系祖先，沒有來自唐山的母系祖先。清初在渡臺禁令下，來臺開墾者多為單身的男性，往往與當時母系社會的平埔族女性通婚，而產生此現象。,27846,有平埔媽，無平埔公；有唐山公，無唐山媽。
21628,有喙講甲無瀾。,嘴巴說得口水都乾了。比喻費盡唇舌，還是沒辦法說服別人。,27834,一百句，五十雙。
21629,有量就有福。,有度量就有福氣。指有度量的人自然會受到上天眷顧，得到賜福。,27738,大海毋驚大水。
21634,死蛇活尾溜。,蛇被打死了，尾巴還在蠕動。形容事情雖然已經結束，但還留下一個殘局未收拾。,27912,死蛇活尾溜──死趖。
21636,老人毋講古，少年毋捌寶。,老年人不說故事，年輕人得不到寶貴經驗。形容老年人有很多值得年輕人學習的經驗。,27824,講甲你捌，喙鬚好拍結；講甲你會，頭毛喙鬚白。
21638,耳仔生兩葉，家己看袂著。,耳朵雖然有兩片，但自己卻無法看見自己的耳朵。意指人看不見自己的缺點。或指人不會反省自己的缺點，卻偏要談論別人的缺失。,27813,目睭看無目睫毛。
21641,西瓜倚大爿。,西瓜哪邊比較大就靠向那邊。意指人看哪一邊得勢，就向那邊，形容人趨炎附勢。,27812,狗綴屁走，人綴勢走。
21645,忍氣求財，激氣相刣。,忍一時之氣可以求得財利，意氣用事可能招致糾紛，甚至互相殺伐。比喻和氣生財。,27725,忍啊忍，忍著一个金石盾。
21651,拍人喝救人。,打人的人反而喊救命。比喻為逃避責任或轉移焦點，做壞事的人反而誣告別人做壞事。,27854,拍人喝救人，做賊的喝掠賊。
21651,拍人喝救人。,打人的人反而喊救命。比喻為逃避責任或轉移焦點，做壞事的人反而誣告別人做壞事。,27855,賊較惡人。
21658,罔趁較袂散。,多少賺一點，才不致於陷入窮困。說明即使利潤非常小，也應積極賺取。,27856,加減趁，袂散；加減抾，就免借。
21662,近廟欺神。,指住在廟旁的百姓，對神的敬意反而不如遠地的人。比喻貴遠賤近。,27709,遠遠刣雞鵤，近近相穢目。
21664,青盲貓咬著死鳥鼠。,瞎眼的貓咬到死老鼠。比喻誤打誤撞，通常用在表示運氣很好。,27785,青盲雞啄著蟲。
21666,俗物無好貨。,便宜沒好貨。指一般人常存有貪小便宜的心態，見到便宜貨，便受低價位誘惑而購買，卻忽略物品本身的品質，導致買到劣質品。,27857,俗物無好貨，好貨毋賣俗。
21666,俗物無好貨。,便宜沒好貨。指一般人常存有貪小便宜的心態，見到便宜貨，便受低價位誘惑而購買，卻忽略物品本身的品質，導致買到劣質品。,27858,貪俗買狗鯊。
21668,會咬人的狗袂吠。,會咬人的狗不會叫。比喻城府甚深之人少言，不易流露其情緒。,27859,陰鴆狗，咬人袂吼。
21668,會咬人的狗袂吠。,會咬人的狗不會叫。比喻城府甚深之人少言，不易流露其情緒。,27860,會咬人的狗袂吠，會吠的狗袂咬人。
21672,春雺曝死鬼，夏雺做大水。,春天起霧曬死鬼，夏天起霧鬧水災。此為前人經過長期觀察、累積經驗而來的氣象諺語。春天早晨若大霧籠罩，濕氣很重，霧氣一旦散開後就會是大晴天甚至是大熱天；夏天早晨若大霧籠罩，白天時空氣對流旺盛下，暖空氣上升，容易形成大雷雨甚至造成水災。,27769,春雺，日頭公；夏雺，水底摸。
21672,春雺曝死鬼，夏雺做大水。,春天起霧曬死鬼，夏天起霧鬧水災。此為前人經過長期觀察、累積經驗而來的氣象諺語。春天早晨若大霧籠罩，濕氣很重，霧氣一旦散開後就會是大晴天甚至是大熱天；夏天早晨若大霧籠罩，白天時空氣對流旺盛下，暖空氣上升，容易形成大雷雨甚至造成水災。,27770,春雺若毋開，著該幔棕蓑。
21672,春雺曝死鬼，夏雺做大水。,春天起霧曬死鬼，夏天起霧鬧水災。此為前人經過長期觀察、累積經驗而來的氣象諺語。春天早晨若大霧籠罩，濕氣很重，霧氣一旦散開後就會是大晴天甚至是大熱天；夏天早晨若大霧籠罩，白天時空氣對流旺盛下，暖空氣上升，容易形成大雷雨甚至造成水災。,27771,雺開，曝死鬼；雺無開，穿棕蓑。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27861,四兩人講半斤話。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27862,關帝爺面前弄大刀。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27863,牛屎龜，牚石枋。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27864,田嬰扶石柱。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27865,鴨母拖秤錘。
21683,胡蠅舞屎桮。,蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。,27866,剃頭刀剉大樹。
21688,食米毋知米價。,吃米飯不曉得米的價錢。形容只知享受，不知生活疾苦的人。,27913,食飯坩中央。
21688,食米毋知米價。,吃米飯不曉得米的價錢。形容只知享受，不知生活疾苦的人。,27914,跤焦手焦，毋免入灶跤。
